impath,mos,label,classname
/hd2/wangzichuan/AGIN/images/MagicBrush_6317.png,4.56,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_451.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/MagicBrush_9164.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/DDCOLOR_504.png,4.78,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_647.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/SD21_DB_112.png,4.56,5,perfect
/hd2/wangzichuan/AGIN/images/OpenJ_DB_118.png,3.5,4,good
/hd2/wangzichuan/AGIN/images/MAT_248.png,4.11,4,good
/hd2/wangzichuan/AGIN/images/real_158.png,4.39,4,good
/hd2/wangzichuan/AGIN/images/RABIT_148_0_pre.png,2.17,2,poor
/hd2/wangzichuan/AGIN/images/RealV_real_nature_prompt8.png,4.28,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_14_28_i_0_b_0.png,3.56,4,good
/hd2/wangzichuan/AGIN/images/SD21_real_183.png,3.72,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_architecture_prompt8.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/RealV_DB_43.png,4.56,5,perfect
/hd2/wangzichuan/AGIN/images/DiffuseIT_12_28_i_0_b_0.png,1.89,2,poor
/hd2/wangzichuan/AGIN/images/RealV_DB_100.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/Pix2Pix_1.png,3.11,3,average
/hd2/wangzichuan/AGIN/images/RealV_real_human_face_prompt2.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/DDCOLOR_1015.png,4.0,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_coco_422.png,3.78,4,good
/hd2/wangzichuan/AGIN/images/DragDAN_146.png,4.89,5,perfect
/hd2/wangzichuan/AGIN/images/SD21_DB_45.png,4.0,4,good
/hd2/wangzichuan/AGIN/images/PDNLA_63.png,4.28,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_real_27.png,3.72,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_travel_prompt1.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/MagicBrush_599.png,3.72,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_fruits_prompt3.png,3.17,3,average
/hd2/wangzichuan/AGIN/images/Dreaml_real_human_face_prompt9.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/RealV_DB_24.png,3.89,4,good
/hd2/wangzichuan/AGIN/images/MAT_764.png,4.39,4,good
/hd2/wangzichuan/AGIN/images/real_21.png,4.11,4,good
/hd2/wangzichuan/AGIN/images/Dreaml_DB_3.png,4.83,5,perfect
/hd2/wangzichuan/AGIN/images/Disentangled_157.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/MATEBIT_29793.png,3.67,4,good
/hd2/wangzichuan/AGIN/images/SD21_real_86.png,4.28,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_artifacts_prompt6.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/SD15_coco_530.png,2.5,3,average
/hd2/wangzichuan/AGIN/images/OpenJ_DB_54.png,4.78,5,perfect
/hd2/wangzichuan/AGIN/images/SD15_real_electronics_prompt4.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/MAT_447.png,3.28,3,average
/hd2/wangzichuan/AGIN/images/SD21_real_185.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/DDCOLOR_392.png,3.94,4,good
/hd2/wangzichuan/AGIN/images/RABIT_137_1_pre.png,1.56,2,poor
/hd2/wangzichuan/AGIN/images/MagicBrush_113.png,3.22,3,average
/hd2/wangzichuan/AGIN/images/OpenJ_real_177.png,4.39,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_DB_50.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/DiffuseIT_38_snow_i_0_b_0.png,3.61,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_food_prompt9.png,3.5,4,good
/hd2/wangzichuan/AGIN/images/MAT_349.png,2.72,3,average
/hd2/wangzichuan/AGIN/images/MagicBrush_5728.png,3.0,3,average
/hd2/wangzichuan/AGIN/images/OpenJ_real_69.png,4.5,5,perfect
/hd2/wangzichuan/AGIN/images/SD15_real_clothing_prompt8.png,3.17,3,average
/hd2/wangzichuan/AGIN/images/DragDAN_67.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/DDCOLOR_793.png,4.83,5,perfect
/hd2/wangzichuan/AGIN/images/SD21_DB_31.png,3.67,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_10_21_i_0_b_0.png,3.44,3,average
/hd2/wangzichuan/AGIN/images/RABIT_196_1_pre.png,2.44,2,poor
/hd2/wangzichuan/AGIN/images/PDNLA_gen_6.png,2.61,3,average
/hd2/wangzichuan/AGIN/images/SD21_real_47.png,3.67,4,good
/hd2/wangzichuan/AGIN/images/SD21_real_164.png,4.28,4,good
/hd2/wangzichuan/AGIN/images/RealV_DB_71.png,3.39,3,average
/hd2/wangzichuan/AGIN/images/Dreaml_coco_292.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/StyleCLIP_10_female.png,4.94,5,perfect
/hd2/wangzichuan/AGIN/images/MagicBrush_1152.png,3.94,4,good
/hd2/wangzichuan/AGIN/images/PDNLA_72.png,4.0,4,good
/hd2/wangzichuan/AGIN/images/StyleCLIP_8_bowlcut.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/real_60.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/MagicBrush_9429.png,3.17,3,average
/hd2/wangzichuan/AGIN/images/real_121.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/SD15_real_space_prompt1.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/SD15_real_sport_prompt10.png,2.78,3,average
/hd2/wangzichuan/AGIN/images/CoCosNet_78.png,4.0,4,good
/hd2/wangzichuan/AGIN/images/RealV_DB_49.png,4.39,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_DB_12.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/DiffuseIT_20111224_015515_cloud_i_0_b_0.png,3.0,3,average
/hd2/wangzichuan/AGIN/images/MagicBrush_6410.png,4.0,4,good
/hd2/wangzichuan/AGIN/images/SD15_coco_412.png,3.44,3,average
/hd2/wangzichuan/AGIN/images/RealV_real_people_prompt5.png,2.94,3,average
/hd2/wangzichuan/AGIN/images/Dreaml_real_travel_prompt9.png,4.06,4,good
/hd2/wangzichuan/AGIN/images/real_61.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/MAT_515.png,3.67,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_196_cloud_i_0_b_0.png,3.22,3,average
/hd2/wangzichuan/AGIN/images/SD21_real_99.png,4.39,4,good
/hd2/wangzichuan/AGIN/images/RABIT_49_0_pre.png,1.78,2,poor
/hd2/wangzichuan/AGIN/images/StyleCLIP_4_bowlcut.png,4.89,5,perfect
/hd2/wangzichuan/AGIN/images/PDNLA_106.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/RABIT_25_2_pre.png,2.44,2,poor
/hd2/wangzichuan/AGIN/images/CoCosNet_44.png,4.28,4,good
/hd2/wangzichuan/AGIN/images/CoCosNet_151.png,3.83,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_real_49.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/CoCosNet_60.png,3.22,3,average
/hd2/wangzichuan/AGIN/images/StyleCLIP_23_black_hair.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/OpenJ_real_115.png,3.78,4,good
/hd2/wangzichuan/AGIN/images/MAT_708.png,3.33,3,average
/hd2/wangzichuan/AGIN/images/SD15_DB_71.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/SD15_DB_4.png,3.94,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_ADE_val_00001363_desert_i_0_b_0.png,2.0,2,poor
/hd2/wangzichuan/AGIN/images/Dreaml_DB_73.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/StyleCLIP_13_Hi-top.png,4.94,5,perfect
/hd2/wangzichuan/AGIN/images/DDCOLOR_934.png,4.06,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_1_17_i_0_b_0.png,3.61,4,good
/hd2/wangzichuan/AGIN/images/StyleCLIP_47_female.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/DragDAN_136.png,4.61,5,perfect
/hd2/wangzichuan/AGIN/images/SD21_coco_57.png,4.5,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_125.png,2.17,2,poor
/hd2/wangzichuan/AGIN/images/RABIT_0_2_pre.png,2.5,3,average
/hd2/wangzichuan/AGIN/images/Dreaml_real_book_prompt7.png,4.0,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_animals_prompt4.png,3.89,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_392.png,4.11,4,good
/hd2/wangzichuan/AGIN/images/DragDAN_104.png,4.11,4,good
/hd2/wangzichuan/AGIN/images/SD15_real_electronics_prompt8.png,3.0,3,average
/hd2/wangzichuan/AGIN/images/CoCosNet_100.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/StyleCLIP_55_beard.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/OpenJ_real_48.png,3.5,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_200.png,3.44,3,average
/hd2/wangzichuan/AGIN/images/DDCOLOR_1004.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_ADE_val_00001364_beach_i_0_b_0.png,2.5,3,average
/hd2/wangzichuan/AGIN/images/Disentangled_283.png,2.78,3,average
/hd2/wangzichuan/AGIN/images/DragDAN_78.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/MagicBrush_6009.png,4.17,4,good
/hd2/wangzichuan/AGIN/images/MAT_746.png,4.06,4,good
/hd2/wangzichuan/AGIN/images/PDNLA_gen_19.png,3.22,3,average
/hd2/wangzichuan/AGIN/images/SD21_real_28.png,4.61,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_510.png,2.0,2,poor
/hd2/wangzichuan/AGIN/images/MAT_331.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/MAT_482.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/PDNLA_130.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_89.png,3.28,3,average
/hd2/wangzichuan/AGIN/images/DDCOLOR_350.png,3.78,4,good
/hd2/wangzichuan/AGIN/images/StyleCLIP_32_sad.png,4.89,5,perfect
/hd2/wangzichuan/AGIN/images/PDNLA_21.png,4.5,5,perfect
/hd2/wangzichuan/AGIN/images/RealV_real_people_prompt6.png,4.78,5,perfect
/hd2/wangzichuan/AGIN/images/Disentangled_148.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/SD15_real_fruits_prompt10.png,3.72,4,good
/hd2/wangzichuan/AGIN/images/SD15_coco_569.png,4.0,4,good
/hd2/wangzichuan/AGIN/images/PDNLA_53.png,4.17,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_coco_580.png,3.39,3,average
/hd2/wangzichuan/AGIN/images/MATEBIT_4575.png,4.17,4,good
/hd2/wangzichuan/AGIN/images/SD15_coco_458.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/MAT_242.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_32.png,4.78,5,perfect
/hd2/wangzichuan/AGIN/images/MagicBrush_5700.png,4.17,4,good
/hd2/wangzichuan/AGIN/images/StyleCLIP_41_happy.png,4.89,5,perfect
/hd2/wangzichuan/AGIN/images/PDNLA_74.png,3.28,3,average
/hd2/wangzichuan/AGIN/images/MAT_416.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/DragDAN_198.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/MAT_17.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_366.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/MagicBrush_9238.png,3.94,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_20121217_221306_cloud_i_0_b_0.png,3.0,3,average
/hd2/wangzichuan/AGIN/images/Dreaml_real_drinks_prompt3.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_251.png,3.28,3,average
/hd2/wangzichuan/AGIN/images/Disentangled_330.png,1.78,2,poor
/hd2/wangzichuan/AGIN/images/real_76.png,4.83,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_162.png,2.44,2,poor
/hd2/wangzichuan/AGIN/images/MAT_317.png,3.28,3,average
/hd2/wangzichuan/AGIN/images/SD21_real_144.png,3.22,3,average
/hd2/wangzichuan/AGIN/images/StyleCLIP_12_black_hair.png,4.94,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_677.png,4.06,4,good
/hd2/wangzichuan/AGIN/images/CoCosNet_81.png,3.44,3,average
/hd2/wangzichuan/AGIN/images/Dreaml_DB_116.png,2.89,3,average
/hd2/wangzichuan/AGIN/images/OpenJ_real_75.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/real_28.png,4.83,5,perfect
/hd2/wangzichuan/AGIN/images/CoCosNet_71.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/SD15_real_drinks_prompt3.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/DDCOLOR_617.png,4.56,5,perfect
/hd2/wangzichuan/AGIN/images/Pix2Pix_41.png,3.72,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_DB_103.png,4.11,4,good
/hd2/wangzichuan/AGIN/images/DDCOLOR_37.png,3.28,3,average
/hd2/wangzichuan/AGIN/images/PDNLA_134.png,3.83,4,good
/hd2/wangzichuan/AGIN/images/OpenJ_real_62.png,3.61,4,good
/hd2/wangzichuan/AGIN/images/PDNLA_120.png,4.39,4,good
/hd2/wangzichuan/AGIN/images/DDCOLOR_39.png,2.28,2,poor
/hd2/wangzichuan/AGIN/images/MagicBrush_1348.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/SD15_DB_43.png,4.56,5,perfect
/hd2/wangzichuan/AGIN/images/RABIT_187_1_pre.png,2.33,2,poor
/hd2/wangzichuan/AGIN/images/DDCOLOR_923.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_42_cloud_i_0_b_0.png,2.72,3,average
/hd2/wangzichuan/AGIN/images/SD15_DB_51.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/SD21_real_170.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/Dreaml_real_people_prompt10.png,3.22,3,average
/hd2/wangzichuan/AGIN/images/RealV_DB_70.png,4.78,5,perfect
/hd2/wangzichuan/AGIN/images/real_50.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/real_23.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/DiffuseIT_10_20_i_0_b_0.png,3.11,3,average
/hd2/wangzichuan/AGIN/images/DragDAN_94.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_20120503_232346_cloud_i_0_b_0.png,2.33,2,poor
/hd2/wangzichuan/AGIN/images/Dreaml_coco_133.png,3.83,4,good
/hd2/wangzichuan/AGIN/images/real_134.png,4.78,5,perfect
/hd2/wangzichuan/AGIN/images/OpenJ_real_182.png,4.06,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_170.png,4.11,4,good
/hd2/wangzichuan/AGIN/images/real_181.png,4.39,4,good
/hd2/wangzichuan/AGIN/images/SD21_DB_46.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/RealV_coco_228.png,4.5,5,perfect
/hd2/wangzichuan/AGIN/images/SD21_coco_166.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/MagicBrush_837.png,4.11,4,good
/hd2/wangzichuan/AGIN/images/real_136.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/OpenJ_DB_10.png,4.61,5,perfect
/hd2/wangzichuan/AGIN/images/SD15_real_nature_prompt6.png,3.11,3,average
/hd2/wangzichuan/AGIN/images/CoCosNet_134.png,3.72,4,good
/hd2/wangzichuan/AGIN/images/real_184.png,4.94,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_113.png,4.28,4,good
/hd2/wangzichuan/AGIN/images/MAT_44.png,2.56,3,average
/hd2/wangzichuan/AGIN/images/SD21_real_182.png,3.78,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_artifacts_prompt5.png,3.89,4,good
/hd2/wangzichuan/AGIN/images/Dreaml_DB_58.png,3.83,4,good
/hd2/wangzichuan/AGIN/images/RealV_DB_124.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/DragDAN_36.png,4.89,5,perfect
/hd2/wangzichuan/AGIN/images/OpenJ_real_172.png,4.06,4,good
/hd2/wangzichuan/AGIN/images/SD21_real_120.png,3.11,3,average
/hd2/wangzichuan/AGIN/images/RePaint_35.png,4.22,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_11_13_i_0_b_0.png,2.56,3,average
/hd2/wangzichuan/AGIN/images/MATEBIT_2090.png,4.33,4,good
/hd2/wangzichuan/AGIN/images/RABIT_200_0_pre.png,2.44,2,poor
/hd2/wangzichuan/AGIN/images/PDNLA_67.png,3.67,4,good
/hd2/wangzichuan/AGIN/images/MagicBrush_10249.png,3.78,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_14_45_i_0_b_0.png,2.89,3,average
/hd2/wangzichuan/AGIN/images/RABIT_76_1_pre.png,1.72,2,poor
/hd2/wangzichuan/AGIN/images/MAT_167.png,3.67,4,good
/hd2/wangzichuan/AGIN/images/RealV_DB_54.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/MagicBrush_9827.png,4.5,5,perfect
/hd2/wangzichuan/AGIN/images/DiffuseIT_14_5_i_0_b_0.png,3.22,3,average
/hd2/wangzichuan/AGIN/images/DDCOLOR_995.png,4.72,5,perfect
/hd2/wangzichuan/AGIN/images/SD21_DB_72.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/CoCosNet_153.png,3.61,4,good
/hd2/wangzichuan/AGIN/images/DiffuseIT_15_20_i_0_b_0.png,2.44,2,poor
/hd2/wangzichuan/AGIN/images/DragDAN_184.png,4.44,4,good
/hd2/wangzichuan/AGIN/images/Dreaml_DB_48.png,4.28,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_190.png,3.89,4,good
/hd2/wangzichuan/AGIN/images/MAT_629.png,3.78,4,good
/hd2/wangzichuan/AGIN/images/RABIT_116_1_pre.png,2.22,2,poor
/hd2/wangzichuan/AGIN/images/DDCOLOR_114.png,3.72,4,good
/hd2/wangzichuan/AGIN/images/StyleCLIP_41_sad.png,4.89,5,perfect
/hd2/wangzichuan/AGIN/images/real_180.png,4.83,5,perfect
/hd2/wangzichuan/AGIN/images/Dreaml_DB_99.png,4.06,4,good
/hd2/wangzichuan/AGIN/images/RealV_real_human_face_prompt10.png,4.17,4,good
/hd2/wangzichuan/AGIN/images/MagicBrush_6816.png,3.33,3,average
/hd2/wangzichuan/AGIN/images/RealV_DB_11.png,4.61,5,perfect
/hd2/wangzichuan/AGIN/images/OpenJ_real_65.png,4.78,5,perfect
/hd2/wangzichuan/AGIN/images/MAT_377.png,3.0,3,average
/hd2/wangzichuan/AGIN/images/Disentangled_371.png,3.83,4,good
/hd2/wangzichuan/AGIN/images/StyleCLIP_24_long_hair.png,4.83,5,perfect
/hd2/wangzichuan/AGIN/images/PDNLA_128.png,4.5,5,perfect
/hd2/wangzichuan/AGIN/images/Dreaml_real_flower_prompt5.png,3.28,3,average
/hd2/wangzichuan/AGIN/images/RABIT_147_0_pre.png,2.39,2,poor
/hd2/wangzichuan/AGIN/images/MagicBrush_282.png,3.67,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_114.png,3.83,4,good
/hd2/wangzichuan/AGIN/images/SD15_DB_101.png,4.17,4,good
/hd2/wangzichuan/AGIN/images/Disentangled_20.png,3.39,3,average
/hd2/wangzichuan/AGIN/images/DiffuseIT_20130125_181622_cloud_i_0_b_0.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/SD15_real_festival_prompt3.png,3.39,3,average
/hd2/wangzichuan/AGIN/images/DDCOLOR_44.png,4.67,5,perfect
/hd2/wangzichuan/AGIN/images/RABIT_212_2_pre.png,2.33,2,poor
/hd2/wangzichuan/AGIN/images/MagicBrush_7905.png,3.11,3,average
/hd2/wangzichuan/AGIN/images/Disentangled_299.png,3.06,3,average
/hd2/wangzichuan/AGIN/images/PDNLA_1.png,4.28,4,good
