impath,mos_qual,label,classname
/hd2/wangzichuan/AGIQA-3K/glide_normal_279.jpg,1.433419401,1,bad
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_086.jpg,3.773548415,5,perfect
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_017.jpg,1.910721781,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_025.jpg,3.330911176,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_063.jpg,2.157904831,1,bad
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_201.jpg,3.863181835,5,perfect
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_175.jpg,2.899057018,3,average
/hd2/wangzichuan/AGIQA-3K/glide_normal_266.jpg,0.778016184,0,terrible
/hd2/wangzichuan/AGIQA-3K/glide_normal_089.jpg,0.794277489,0,terrible
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_024.jpg,4.255753145,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_276.jpg,3.490797944,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_263.jpg,1.528177025,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_190.jpg,2.885477796,3,average
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_260.jpg,2.888789697,3,average
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_251.jpg,2.74826005,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_042.jpg,4.076497886,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_298.jpg,3.421003889,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_250.jpg,2.955258155,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_127.jpg,2.671047584,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_023.jpg,2.523592728,2,poor
/hd2/wangzichuan/AGIQA-3K/glide_normal_220.jpg,1.106599613,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_212.jpg,3.274744941,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_067.jpg,2.23076479,1,bad
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_194.jpg,3.29157139,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_160.jpg,2.293736737,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_088.jpg,1.946610757,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_022.jpg,2.600314118,2,poor
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_189.jpg,3.224958365,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_055.jpg,3.108253189,4,good
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_141.jpg,2.058266369,1,bad
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_183.jpg,2.643063777,2,poor
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_237.jpg,0.678279008,0,terrible
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_254.jpg,3.942311441,5,perfect
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_109.jpg,1.104874015,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_243.jpg,3.136939761,4,good
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_163.jpg,0.929411321,0,terrible
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_288.jpg,0.835015157,0,terrible
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_252.jpg,0.749492217,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_154.jpg,3.024257523,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_269.jpg,3.184190337,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_076.jpg,3.953904466,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_241.jpg,3.34717137,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_241.jpg,2.344386154,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_082.jpg,0.4524598,0,terrible
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_178.jpg,3.305628811,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_236.jpg,2.65898745,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_084.jpg,2.925297001,3,average
/hd2/wangzichuan/AGIQA-3K/glide_normal_208.jpg,1.234399646,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_234.jpg,2.526119865,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_124.jpg,2.689121932,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_016.jpg,3.630412823,5,perfect
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_054.jpg,3.754548053,5,perfect
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_169.jpg,3.002885562,3,average
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_248.jpg,3.002885562,3,average
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_222.jpg,3.024480393,3,average
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_157.jpg,1.075006252,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_175.jpg,2.247254325,1,bad
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_293.jpg,2.274412771,2,poor
/hd2/wangzichuan/AGIQA-3K/glide_normal_087.jpg,1.931518323,1,bad
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_024.jpg,3.44620302,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_193.jpg,4.289152216,5,perfect
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_238.jpg,0.705005947,0,terrible
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_239.jpg,0.940601322,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_297.jpg,2.851759102,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_155.jpg,2.248014632,1,bad
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_100.jpg,1.178897031,0,terrible
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_016.jpg,2.790423236,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_136.jpg,3.410576846,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_160.jpg,2.409693201,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_159.jpg,3.445007041,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_046.jpg,4.104828805,5,perfect
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_261.jpg,0.865931916,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_125.jpg,2.956675282,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_132.jpg,2.822270352,3,average
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_195.jpg,1.16308973,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_259.jpg,1.228794173,0,terrible
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_056.jpg,2.545997226,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_221.jpg,2.343163678,2,poor
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_179.jpg,1.063255848,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_220.jpg,2.90305168,3,average
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_041.jpg,2.532418004,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_263.jpg,3.170641474,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_272.jpg,2.989757839,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_192.jpg,2.883906185,3,average
/hd2/wangzichuan/AGIQA-3K/glide_normal_072.jpg,0.693938742,0,terrible
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_188.jpg,2.7089479,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_042.jpg,3.231077294,4,good
/hd2/wangzichuan/AGIQA-3K/glide_normal_239.jpg,0.803407893,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_037.jpg,2.883906185,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_229.jpg,2.55346049,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_214.jpg,2.304048386,2,poor
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_009.jpg,3.757702826,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_017.jpg,2.429568642,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_192.jpg,3.116981428,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_036.jpg,1.916425889,1,bad
/hd2/wangzichuan/AGIQA-3K/glide_normal_195.jpg,0.447072282,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_091.jpg,1.946610757,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_021.jpg,3.29157139,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_025.jpg,3.00308113,3,average
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_060.jpg,2.852156791,3,average
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_247.jpg,1.077517831,0,terrible
/hd2/wangzichuan/AGIQA-3K/glide_normal_199.jpg,2.006980492,1,bad
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_209.jpg,1.134565764,0,terrible
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_021.jpg,3.727517958,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_242.jpg,3.723651273,5,perfect
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_049.jpg,2.625914149,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_122.jpg,3.007007681,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_016.jpg,2.822270352,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_151.jpg,3.127756575,4,good
/hd2/wangzichuan/AGIQA-3K/glide_normal_065.jpg,1.644270161,1,bad
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_048.jpg,3.657064334,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_256.jpg,0.505780588,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_225.jpg,3.214375205,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_189.jpg,2.994111578,3,average
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_073.jpg,2.226737013,1,bad
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_148.jpg,3.837774272,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_230.jpg,0.634718842,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_090.jpg,3.145006417,4,good
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_152.jpg,2.80733647,3,average
/hd2/wangzichuan/AGIQA-3K/glide_normal_027.jpg,1.378485599,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_015.jpg,2.717733183,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_156.jpg,1.5484512,1,bad
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_153.jpg,2.80733647,3,average
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_211.jpg,3.374371279,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_050.jpg,2.632073999,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_153.jpg,2.46452189,2,poor
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_256.jpg,2.328729662,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_258.jpg,3.345173159,4,good
/hd2/wangzichuan/AGIQA-3K/glide_normal_250.jpg,1.327820967,1,bad
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_263.jpg,0.729822753,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_205.jpg,1.773369934,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_140.jpg,2.671047584,2,poor
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_055.jpg,3.001476926,3,average
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_208.jpg,1.264773637,1,bad
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_129.jpg,2.695368677,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_109.jpg,3.359435142,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_022.jpg,3.605176603,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_221.jpg,3.374329815,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_016.jpg,2.831160905,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_236.jpg,3.196755943,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_290.jpg,4.149074065,5,perfect
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_057.jpg,1.112367509,0,terrible
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_234.jpg,3.598832173,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_096.jpg,0.4524598,0,terrible
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_270.jpg,1.262923612,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_227.jpg,2.939794687,3,average
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_229.jpg,0.799027902,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_110.jpg,2.423784221,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_208.jpg,2.785504238,3,average
/hd2/wangzichuan/AGIQA-3K/glide_normal_244.jpg,1.262923612,1,bad
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_034.jpg,3.430745058,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_021.jpg,3.887128521,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_287.jpg,2.613196015,2,poor
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_096.jpg,3.345173159,4,good
/hd2/wangzichuan/AGIQA-3K/glide_normal_257.jpg,0.64666085,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_152.jpg,1.765019055,1,bad
/hd2/wangzichuan/AGIQA-3K/glide_normal_117.jpg,1.011545053,0,terrible
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_130.jpg,2.472262578,2,poor
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_069.jpg,1.116526892,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_118.jpg,2.254782866,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_043.jpg,2.776844014,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_174.jpg,2.293266536,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_267.jpg,2.888789697,3,average
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_063.jpg,3.334754679,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_182.jpg,2.574642925,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_144.jpg,3.123820601,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_090.jpg,3.162256259,4,good
/hd2/wangzichuan/AGIQA-3K/glide_normal_030.jpg,0.986154364,0,terrible
/hd2/wangzichuan/AGIQA-3K/glide_normal_227.jpg,1.661236071,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_079.jpg,2.817259418,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_228.jpg,2.583328253,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_131.jpg,3.252116811,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_294.jpg,3.49654282,5,perfect
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_205.jpg,2.368763526,2,poor
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_158.jpg,3.658567698,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_223.jpg,2.625770283,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_182.jpg,3.541752783,5,perfect
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_279.jpg,0.807856712,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_246.jpg,2.251322245,1,bad
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_292.jpg,3.509228886,5,perfect
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_180.jpg,3.048358432,3,average
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_284.jpg,3.464427243,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_026.jpg,2.33566677,2,poor
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_262.jpg,3.380391978,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_022.jpg,2.686140018,2,poor
/hd2/wangzichuan/AGIQA-3K/glide_normal_006.jpg,1.343816114,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_298.jpg,3.472753415,5,perfect
/hd2/wangzichuan/AGIQA-3K/glide_normal_212.jpg,1.537956569,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_041.jpg,2.804002459,3,average
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_285.jpg,2.996365552,3,average
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_020.jpg,3.455503573,4,good
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_146.jpg,3.249399128,4,good
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_216.jpg,2.689121932,2,poor
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_076.jpg,1.098613732,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_085.jpg,2.912021026,3,average
/hd2/wangzichuan/AGIQA-3K/glide_normal_059.jpg,0.635396352,0,terrible
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_230.jpg,2.299764158,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_158.jpg,3.211379142,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_208.jpg,3.214005785,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_283.jpg,3.790180796,5,perfect
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_123.jpg,2.349724191,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_263.jpg,2.616815188,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_027.jpg,3.375915916,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_227.jpg,2.269716748,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_238.jpg,2.14357511,1,bad
/hd2/wangzichuan/AGIQA-3K/glide_normal_040.jpg,0.977683949,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_152.jpg,2.717733183,2,poor
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_241.jpg,3.124885569,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_032.jpg,2.355888108,2,poor
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_190.jpg,2.67293154,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_028.jpg,2.903508628,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_231.jpg,3.685179175,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_164.jpg,3.080710077,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_054.jpg,3.27751397,4,good
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_144.jpg,3.334754679,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_245.jpg,2.867071995,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_029.jpg,3.307841757,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_163.jpg,2.785504238,3,average
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_166.jpg,1.284080589,1,bad
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_059.jpg,0.753539821,0,terrible
/hd2/wangzichuan/AGIQA-3K/glide_normal_021.jpg,1.960618923,1,bad
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_239.jpg,3.43455948,4,good
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_175.jpg,3.374823956,4,good
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_049.jpg,0.649658335,0,terrible
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_283.jpg,3.240419025,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_085.jpg,4.039711731,5,perfect
/hd2/wangzichuan/AGIQA-3K/glide_normal_268.jpg,1.506271425,1,bad
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_075.jpg,2.429568642,2,poor
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_048.jpg,0.735230234,0,terrible
/hd2/wangzichuan/AGIQA-3K/glide_normal_129.jpg,1.717140251,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_141.jpg,2.602757767,2,poor
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_234.jpg,3.999181768,5,perfect
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_177.jpg,3.231255627,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_256.jpg,2.307551928,2,poor
/hd2/wangzichuan/AGIQA-3K/glide_normal_042.jpg,0.536272256,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_068.jpg,1.48681785,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_032.jpg,2.274412771,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_102.jpg,3.305628811,4,good
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_262.jpg,3.428646707,4,good
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_025.jpg,1.086342024,0,terrible
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_219.jpg,0.829617037,0,terrible
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_070.jpg,3.756916035,5,perfect
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_276.jpg,0.333282167,0,terrible
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_093.jpg,2.776844014,3,average
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_076.jpg,2.176839871,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_044.jpg,3.214375205,4,good
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_065.jpg,1.791832549,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_297.jpg,2.65898745,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_098.jpg,1.971039124,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_159.jpg,2.243369394,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_237.jpg,3.1806835,4,good
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_228.jpg,2.67293154,2,poor
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_019.jpg,2.010516065,1,bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_289.jpg,1.759312513,1,bad
